2023/07/17 00:30:25: ==================== STARTED ====================
2023/07/17 00:33:16: 1631005363 step 89: less than 2**1113849082
2023/07/17 00:34:37: 1631005363 step 90: less than 2**1670773623
2023/07/17 00:36:37: 1631005363 step 91: less than 2**2506160435
2023/07/17 00:39:45: 1631005363 step 92: less than 2**3759240652
2023/07/17 00:40:43: 1631005363 step 93: less than 2**1879620326
2023/07/17 00:43:04: 1631005363 step 94: less than 2**2819430489
2023/07/17 00:43:46: 1631005363 step 95: less than 2**1409715245
2023/07/17 00:45:21: 1631005363 step 96: less than 2**2114572867
2023/07/17 00:45:51: 1631005363 step 97: less than 2**1057286434
2023/07/17 00:47:00: 1631005363 step 98: less than 2**1585929650
2023/07/17 00:48:53: 1631005363 step 99: less than 2**2378894475
2023/07/17 00:51:50: 1631005363 step 100: less than 2**3568341712
2023/07/17 00:56:14: 1631005363 step 101: less than 2**5352512568
2023/07/17 01:02:39: 1631005363 step 102: less than 2**8028768852
