2023/07/17 00:30:25: ==================== STARTED ====================
2023/07/17 00:30:25: 1631005362 step 0: less than 2**31
2023/07/17 00:30:25: 1631005362 step 1: less than 2**16
2023/07/17 00:30:25: 1631005362 step 2: less than 2**23
2023/07/17 00:30:25: 1631005362 step 3: less than 2**35
2023/07/17 00:30:25: 1631005362 step 4: less than 2**52
2023/07/17 00:30:25: 1631005362 step 5: less than 2**78
2023/07/17 00:30:25: 1631005362 step 6: less than 2**39
2023/07/17 00:30:25: 1631005362 step 7: less than 2**59
2023/07/17 00:30:25: 1631005362 step 8: less than 2**88
2023/07/17 00:30:25: 1631005362 step 9: less than 2**131
2023/07/17 00:30:25: 1631005362 step 10: less than 2**197
2023/07/17 00:30:25: 1631005362 step 11: less than 2**99
2023/07/17 00:30:25: 1631005362 step 12: less than 2**148
2023/07/17 00:30:25: 1631005362 step 13: less than 2**74
2023/07/17 00:30:25: 1631005362 step 14: less than 2**37
2023/07/17 00:30:25: 1631005362 step 15: less than 2**19
2023/07/17 00:30:25: 1631005362 step 16: less than 2**28
2023/07/17 00:30:25: 1631005362 step 17: less than 2**14
2023/07/17 00:30:25: 1631005362 step 18: less than 2**7
2023/07/17 00:30:25: 1631005362 step 19: less than 2**4
2023/07/17 00:30:25: 1631005362 step 20: less than 2**2
2023/07/17 00:30:25: 1631005362 step 21: less than 2**3
2023/07/17 00:30:25: 1631005362 step 22: less than 2**4
2023/07/17 00:30:25: 1631005362 step 23: less than 2**6
2023/07/17 00:30:25: 1631005362 step 24: less than 2**3
2023/07/17 00:30:25: 1631005362 step 25: less than 2**2
2023/07/17 00:30:25: 1631005362 step 26: less than 2**1
2023/07/17 00:30:25: 1631005363 step 0: less than 2**31
2023/07/17 00:30:25: 1631005363 step 1: less than 2**46
2023/07/17 00:30:25: 1631005363 step 2: less than 2**69
2023/07/17 00:30:25: 1631005363 step 3: less than 2**104
2023/07/17 00:30:25: 1631005363 step 4: less than 2**155
2023/07/17 00:30:25: 1631005363 step 5: less than 2**233
2023/07/17 00:30:25: 1631005363 step 6: less than 2**349
2023/07/17 00:30:25: 1631005363 step 7: less than 2**523
2023/07/17 00:30:25: 1631005363 step 8: less than 2**262
2023/07/17 00:30:25: 1631005363 step 9: less than 2**393
2023/07/17 00:30:25: 1631005363 step 10: less than 2**589
2023/07/17 00:30:25: 1631005363 step 11: less than 2**883
2023/07/17 00:30:25: 1631005363 step 12: less than 2**1324
2023/07/17 00:30:25: 1631005363 step 13: less than 2**1986
2023/07/17 00:30:25: 1631005363 step 14: less than 2**993
2023/07/17 00:30:25: 1631005363 step 15: less than 2**1489
2023/07/17 00:30:25: 1631005363 step 16: less than 2**2234
2023/07/17 00:30:25: 1631005363 step 17: less than 2**1117
2023/07/17 00:30:25: 1631005363 step 18: less than 2**1676
2023/07/17 00:30:25: 1631005363 step 19: less than 2**2513
2023/07/17 00:30:25: 1631005363 step 20: less than 2**3770
2023/07/17 00:30:25: 1631005363 step 21: less than 2**1885
2023/07/17 00:30:25: 1631005363 step 22: less than 2**2827
2023/07/17 00:30:25: 1631005363 step 23: less than 2**4241
2023/07/17 00:30:25: 1631005363 step 24: less than 2**6361
2023/07/17 00:30:25: 1631005363 step 25: less than 2**3181
2023/07/17 00:30:25: 1631005363 step 26: less than 2**4771
2023/07/17 00:30:25: 1631005363 step 27: less than 2**2386
2023/07/17 00:30:25: 1631005363 step 28: less than 2**1193
2023/07/17 00:30:25: 1631005363 step 29: less than 2**1789
2023/07/17 00:30:25: 1631005363 step 30: less than 2**2684
2023/07/17 00:30:25: 1631005363 step 31: less than 2**4025
2023/07/17 00:30:25: 1631005363 step 32: less than 2**6038
2023/07/17 00:30:25: 1631005363 step 33: less than 2**9056
2023/07/17 00:30:25: 1631005363 step 34: less than 2**13584
2023/07/17 00:30:25: 1631005363 step 35: less than 2**20376
2023/07/17 00:30:25: 1631005363 step 36: less than 2**30564
2023/07/17 00:30:25: 1631005363 step 37: less than 2**45846
2023/07/17 00:30:25: 1631005363 step 38: less than 2**68768
2023/07/17 00:30:25: 1631005363 step 39: less than 2**103152
2023/07/17 00:30:25: 1631005363 step 40: less than 2**154728
2023/07/17 00:30:25: 1631005363 step 41: less than 2**232092
2023/07/17 00:30:25: 1631005363 step 42: less than 2**348137
2023/07/17 00:30:25: 1631005363 step 43: less than 2**522205
2023/07/17 00:30:25: 1631005363 step 44: less than 2**783308
2023/07/17 00:30:25: 1631005363 step 45: less than 2**391654
2023/07/17 00:30:25: 1631005363 step 46: less than 2**195827
2023/07/17 00:30:25: 1631005363 step 47: less than 2**97914
2023/07/17 00:30:25: 1631005363 step 48: less than 2**146871
2023/07/17 00:30:25: 1631005363 step 49: less than 2**220306
2023/07/17 00:30:25: 1631005363 step 50: less than 2**330458
2023/07/17 00:30:25: 1631005363 step 51: less than 2**165229
2023/07/17 00:30:25: 1631005363 step 52: less than 2**247844
2023/07/17 00:30:25: 1631005363 step 53: less than 2**123922
2023/07/17 00:30:25: 1631005363 step 54: less than 2**61961
2023/07/17 00:30:25: 1631005363 step 55: less than 2**92942
2023/07/17 00:30:25: 1631005363 step 56: less than 2**139412
2023/07/17 00:30:25: 1631005363 step 57: less than 2**209118
2023/07/17 00:30:25: 1631005363 step 58: less than 2**313677
2023/07/17 00:30:25: 1631005363 step 59: less than 2**470516
2023/07/17 00:30:25: 1631005363 step 60: less than 2**705773
2023/07/17 00:30:25: 1631005363 step 61: less than 2**1058660
2023/07/17 00:30:25: 1631005363 step 62: less than 2**1587989
2023/07/17 00:30:25: 1631005363 step 63: less than 2**793995
2023/07/17 00:30:25: 1631005363 step 64: less than 2**1190992
2023/07/17 00:30:25: 1631005363 step 65: less than 2**1786488
2023/07/17 00:30:25: 1631005363 step 66: less than 2**2679731
2023/07/17 00:30:25: 1631005363 step 67: less than 2**1339866
2023/07/17 00:30:25: 1631005363 step 68: less than 2**2009799
2023/07/17 00:30:25: 1631005363 step 69: less than 2**3014698
2023/07/17 00:30:25: 1631005363 step 70: less than 2**4522046
2023/07/17 00:30:25: 1631005363 step 71: less than 2**6783069
2023/07/17 00:30:25: 1631005363 step 72: less than 2**3391535
2023/07/17 00:30:25: 1631005363 step 73: less than 2**5087302
2023/07/17 00:30:26: 1631005363 step 74: less than 2**7630952
2023/07/17 00:30:26: 1631005363 step 75: less than 2**11446428
2023/07/17 00:30:26: 1631005363 step 76: less than 2**17169642
2023/07/17 00:30:27: 1631005363 step 77: less than 2**25754463
2023/07/17 00:30:28: 1631005363 step 78: less than 2**38631695
2023/07/17 00:30:30: 1631005363 step 79: less than 2**57947542
2023/07/17 00:30:33: 1631005363 step 80: less than 2**86921313
2023/07/17 00:30:38: 1631005363 step 81: less than 2**130381969
2023/07/17 00:30:45: 1631005363 step 82: less than 2**195572953
2023/07/17 00:30:57: 1631005363 step 83: less than 2**293359429
2023/07/17 00:31:15: 1631005363 step 84: less than 2**440039144
2023/07/17 00:31:21: 1631005363 step 85: less than 2**220019572
2023/07/17 00:31:34: 1631005363 step 86: less than 2**330029358
2023/07/17 00:31:53: 1631005363 step 87: less than 2**495044037
2023/07/17 00:32:26: 1631005363 step 88: less than 2**742566055
